"id","id_subj","time","session","id_grp","grp","round","period","links"
"1","1401","7","15","28","1","1","1","[26]"
"2","1405","7","15","18","1","1","1","[38]"
"3","1405","8","15","18","1","1","1","[]"
"4","1440","8","15","16","1","1","1","[33]"
"5","1448","9","15","3","1","1","1","[36]"
"6","1426","9","15","13","1","1","1","[27]"
"7","1440","9","15","16","1","1","1","[33,32]"
"8","1442","9","15","27","1","1","1","[26]"
"9","1448","10","15","3","1","1","1","[]"
"10","1401","10","15","28","1","1","1","[26,17]"
"11","1406","10","15","21","1","1","1","[1]"
"12","1408","10","15","37","1","1","1","[26]"
"13","1440","10","15","16","1","1","1","[33,32,14]"
"14","1448","10","15","3","1","1","1","[49]"
"15","1442","11","15","27","1","1","1","[26,1]"
"16","1426","11","15","13","1","1","1","[27,18]"
"17","1448","11","15","3","1","1","1","[]"
"18","1415","11","15","33","1","1","1","[16]"
"19","1440","11","15","16","1","1","1","[33,32,14,6]"
"20","1441","11","15","1","1","1","1","[27]"
"21","1406","11","15","21","1","1","1","[]"
"22","1414","11","15","22","1","1","1","[27]"
"23","1418","12","15","5","1","1","1","[27]"
"24","1448","12","15","3","1","1","1","[26]"
"25","1421","12","15","44","1","1","1","[49]"
"26","1450","12","15","48","1","1","1","[26]"
"27","1432","12","15","23","1","1","1","[27]"
"28","1448","12","15","3","1","1","1","[]"
"29","1406","13","15","21","1","1","1","[38]"
"30","1442","13","15","27","1","1","1","[26,1,14]"
"31","1431","13","15","4","1","1","1","[38]"
"32","1441","13","15","1","1","1","1","[27,2]"
"33","1412","13","15","6","1","1","1","[36]"
"34","1409","13","15","38","1","1","1","[31]"
"35","1414","13","15","22","1","1","1","[27,38]"
"36","1421","13","15","44","1","1","1","[49,35]"
"37","1440","13","15","16","1","1","1","[33,32,14,6,36]"
"38","1406","14","15","21","1","1","1","[38,27]"
"39","1446","14","15","36","1","1","1","[26]"
"40","1432","14","15","23","1","1","1","[27,14]"
"41","1448","14","15","3","1","1","1","[16]"
"42","1443","14","15","31","1","1","1","[26]"
"43","1436","14","15","40","1","1","1","[49]"
"44","1406","14","15","21","1","1","1","[38]"
"45","1426","14","15","13","1","1","1","[27,18,33]"
"46","1412","14","15","6","1","1","1","[36,16]"
"47","1416","14","15","9","1","1","1","[27]"
"48","1433","14","15","14","1","1","1","[15]"
"49","1411","15","15","34","1","1","1","[26]"
"50","1430","15","15","29","1","1","1","[26]"
"51","1448","15","15","3","1","1","1","[]"
"52","1424","15","15","24","1","1","1","[36]"
"53","1415","15","15","33","1","1","1","[16,27]"
"54","1409","15","15","38","1","1","1","[31,14]"
"55","1423","15","15","10","1","1","1","[33]"
"56","1414","15","15","22","1","1","1","[27]"
"57","1405","15","15","18","1","1","1","[13]"
"58","1440","15","15","16","1","1","1","[33,32,14,6,36,27]"
"59","1404","15","15","12","1","1","1","[36]"
"60","1427","15","15","42","1","1","1","[17]"
"61","1408","15","15","37","1","1","1","[26,38]"
"62","1410","15","15","32","1","1","1","[26]"
"63","1442","16","15","27","1","1","1","[26,1,14,17]"
"64","1433","16","15","14","1","1","1","[15,27]"
"65","1426","16","15","13","1","1","1","[27,18,33,36]"
"66","1450","16","15","48","1","1","1","[26,17]"
"67","1406","16","15","21","1","1","1","[]"
"68","1440","16","15","16","1","1","1","[33,32,14,6,36,27,13]"
"69","1429","16","15","47","1","1","1","[9]"
"70","1442","16","15","27","1","1","1","[26,1,14,17,25]"
"71","1421","17","15","44","1","1","1","[49,35,31]"
"72","1418","17","15","5","1","1","1","[27,38]"
"73","1409","17","15","38","1","1","1","[31,14,16]"
"74","1448","17","15","3","1","1","1","[49]"
"75","1423","17","15","10","1","1","1","[]"
"76","1433","17","15","14","1","1","1","[15,27,26]"
"77","1431","17","15","4","1","1","1","[38,16]"
"78","1426","17","15","13","1","1","1","[27,18,33,36,49]"
"79","1424","17","15","24","1","1","1","[36,49]"
"80","1428","17","15","26","1","1","1","[27]"
"81","1406","17","15","21","1","1","1","[26]"
"82","1412","18","15","6","1","1","1","[36,16,13]"
"83","1445","18","15","46","1","1","1","[26]"
"84","1415","18","15","33","1","1","1","[16,27,6]"
"85","1443","18","15","31","1","1","1","[26,38]"
"86","1421","18","15","44","1","1","1","[49,35,31,25]"
"87","1444","18","15","35","1","1","1","[38]"
"88","1439","18","15","25","1","1","1","[38]"
"89","1440","18","15","16","1","1","1","[33,14,6,36,27,13]"
"90","1417","18","15","19","1","1","1","[27]"
"91","1411","18","15","34","1","1","1","[26,17]"
"92","1418","18","15","5","1","1","1","[38]"
"93","1448","18","15","3","1","1","1","[]"
"94","1424","18","15","24","1","1","1","[36,49,9]"
"95","1405","19","15","18","1","1","1","[13,32]"
"96","1450","19","15","48","1","1","1","[26,17,27]"
"97","1441","19","15","1","1","1","1","[27,2,15]"
"98","1427","19","15","42","1","1","1","[17,31]"
"99","1434","19","15","50","1","1","1","[26]"
"100","1410","19","15","32","1","1","1","[26,16]"
"101","1431","19","15","4","1","1","1","[38,16,27]"
"102","1426","19","15","13","1","1","1","[27,18,33,49]"
"103","1430","19","15","29","1","1","1","[26,1]"
"104","1440","19","15","16","1","1","1","[33,14,6,36,27,13,18]"
"105","1444","20","15","35","1","1","1","[38,17]"
"106","1422","20","15","15","1","1","1","[14]"
"107","1413","20","15","20","1","1","1","[16]"
"108","1437","20","15","41","1","1","1","[17]"
"109","1429","20","15","47","1","1","1","[9,16]"
"110","1446","20","15","36","1","1","1","[26,17]"
"111","1439","20","15","25","1","1","1","[38,1]"
"112","1448","20","15","3","1","1","1","[36]"
"113","1418","20","15","5","1","1","1","[38,32]"
"114","1401","20","15","28","1","1","1","[26,17,38]"
"115","1406","21","15","21","1","1","1","[26,22]"
"116","1428","21","15","26","1","1","1","[27,14]"
"117","1407","21","15","11","1","1","1","[27]"
"118","1448","21","15","3","1","1","1","[]"
"119","1436","21","15","40","1","1","1","[]"
"120","1421","21","15","44","1","1","1","[49,35,31,25,24]"
"121","1442","21","15","27","1","1","1","[26,1,14,17,25,16]"
"122","1426","21","15","13","1","1","1","[18,33,49]"
"123","1432","21","15","23","1","1","1","[27,14,10]"
"124","1412","21","15","6","1","1","1","[36,16,13,33]"
"125","1435","21","15","30","1","1","1","[9]"
"126","1439","21","15","25","1","1","1","[38,1,27]"
"127","1448","21","15","3","1","1","1","[11]"
"128","1436","22","15","40","1","1","1","[27]"
"129","1416","22","15","9","1","1","1","[]"
"130","1421","22","15","44","1","1","1","[49,35,31,25,24,38]"
"131","1406","22","15","21","1","1","1","[26,22,32]"
"132","1410","22","15","32","1","1","1","[26,16,18]"
"133","1403","22","15","2","1","1","1","[22]"
"134","1448","22","15","3","1","1","1","[]"
"135","1404","22","15","12","1","1","1","[36,14]"
"136","1431","22","15","4","1","1","1","[16,27]"
"137","1414","22","15","22","1","1","1","[27,8]"
"138","1447","22","15","45","1","1","1","[37]"
"139","1445","22","15","46","1","1","1","[26,17]"
"140","1402","23","15","8","1","1","1","[14]"
"141","1443","23","15","31","1","1","1","[26,38,32]"
"142","1439","23","15","25","1","1","1","[38,1,27,21]"
"143","1441","23","15","1","1","1","1","[27,2,15,25]"
"144","1427","23","15","42","1","1","1","[17,31,38]"
"145","1450","23","15","48","1","1","1","[26,17,27,37]"
"146","1409","23","15","38","1","1","1","[31,14,16,26]"
"147","1421","23","15","44","1","1","1","[49,35,31,25,24,38,27]"
"148","1415","23","15","33","1","1","1","[16,27,6,13]"
"149","1404","23","15","12","1","1","1","[36,14,22]"
"150","1414","24","15","22","1","1","1","[27]"
"151","1448","24","15","3","1","1","1","[6]"
"152","1441","24","15","1","1","1","1","[27,2,15,25,29]"
"153","1428","24","15","26","1","1","1","[14]"
"154","1444","24","15","35","1","1","1","[38,17,36]"
"155","1447","24","15","45","1","1","1","[37,17]"
"156","1423","24","15","10","1","1","1","[16]"
"157","1416","24","15","9","1","1","1","[14]"
"158","1412","24","15","6","1","1","1","[36,16,13,33,27]"
"159","1421","24","15","44","1","1","1","[49,35,31,25,24,38,27,1]"
"160","1430","24","15","29","1","1","1","[26,1,21]"
"161","1403","24","15","2","1","1","1","[22,26]"
"162","1402","24","15","8","1","1","1","[14,22]"
"163","1438","25","15","17","1","1","1","[49]"
"164","1426","25","15","13","1","1","1","[18,33,49,37]"
"165","1409","25","15","38","1","1","1","[31,14,16,26,27]"
"166","1448","25","15","3","1","1","1","[]"
"167","1434","25","15","50","1","1","1","[26,37]"
"168","1431","25","15","4","1","1","1","[16,27,9]"
"169","1406","25","15","21","1","1","1","[26,22,32,27]"
"170","1408","25","15","37","1","1","1","[26,38,27]"
"171","1429","25","15","47","1","1","1","[9,16,25]"
"172","1423","25","15","10","1","1","1","[16,25]"
"173","1416","25","15","9","1","1","1","[]"
"174","1414","25","15","22","1","1","1","[27,10]"
"175","1421","25","15","44","1","1","1","[49,35,31,25,24,38,27,1,8]"
"176","1428","25","15","26","1","1","1","[]"
"177","1424","26","15","24","1","1","1","[36,49,9,37]"
"178","1403","26","15","2","1","1","1","[22,26,1]"
"179","1435","26","15","30","1","1","1","[9,46]"
"180","1444","26","15","35","1","1","1","[38,17]"
"181","1422","26","15","15","1","1","1","[14,1]"
"182","1410","26","15","32","1","1","1","[26,16,18,31]"
"183","1440","26","15","16","1","1","1","[33,14,6,36,27,13,18,32]"
"184","1419","26","15","43","1","1","1","[26]"
"185","1423","26","15","10","1","1","1","[16,25,27]"
"186","1427","26","15","42","1","1","1","[17,31,38,25]"
"187","1444","26","15","35","1","1","1","[38,17,40]"
"188","1406","26","15","21","1","1","1","[22,32,27]"
"189","1418","27","15","5","1","1","1","[32]"
"190","1434","27","15","50","1","1","1","[26,37,17]"
"191","1404","27","15","12","1","1","1","[36,14,22,8]"
"192","1421","27","15","44","1","1","1","[49,35,31,25,24,38,27,1,8,17]"
"193","1431","27","15","4","1","1","1","[16,27,9,32]"
"194","1450","27","15","48","1","1","1","[26,17,27,37,8]"
"195","1414","27","15","22","1","1","1","[27]"
"196","1416","27","15","9","1","1","1","[26]"
"197","1401","27","15","28","1","1","1","[26,17,38,25]"
"198","1421","27","15","44","1","1","1","[49,35,31,25,24,38,27,1,8]"
"199","1437","27","15","41","1","1","1","[17,26]"
"200","1413","28","15","20","1","1","1","[16,1]"
"201","1403","28","15","2","1","1","1","[22,26,1,46]"
"202","1438","28","15","17","1","1","1","[49,18]"
"203","1447","28","15","45","1","1","1","[37,17,26]"
"204","1425","28","15","49","1","1","1","[16]"
"205","1419","28","15","43","1","1","1","[26,17]"
"206","1440","28","15","16","1","1","1","[33,14,6,36,27,13,18,32,9]"
"207","1434","28","15","50","1","1","1","[26,37,17,1]"
"208","1435","28","15","30","1","1","1","[9,46,36]"
"209","1404","28","15","12","1","1","1","[36,14,22,8,1]"
"210","1439","28","15","25","1","1","1","[38,1,27,21,15]"
"211","1410","28","15","32","1","1","1","[26,16,18,31,21]"
"212","1450","28","15","48","1","1","1","[26,17,27,37,8,29]"
"213","1448","28","15","3","1","1","1","[16]"
"214","1421","28","15","44","1","1","1","[49,35,31,25,24,38,27,1,8,14]"
"215","1426","28","15","13","1","1","1","[18,33,49,37,32]"
"216","1427","28","15","42","1","1","1","[17,31,38,25,33]"
"217","1445","28","15","46","1","1","1","[26,17,37]"
"218","1406","28","15","21","1","1","1","[22,32,27,14]"
"219","1423","29","15","10","1","1","1","[16,25,27,31]"
"220","1417","29","15","19","1","1","1","[27,14]"
"221","1446","29","15","36","1","1","1","[26,17,21]"
"222","1428","29","15","26","1","1","1","[21]"
"223","1435","29","15","30","1","1","1","[9,46,36,18]"
"224","1402","29","15","8","1","1","1","[22]"
"225","1421","29","15","44","1","1","1","[49,35,31,25,24,38,27,1,8,14,15]"
"226","1403","29","15","2","1","1","1","[22,26,1,46,6]"
"227","1450","29","15","48","1","1","1","[26,17,27,37,8,29,1]"
"228","1426","29","15","13","1","1","1","[18,33,49,37,32,16]"
"229","1433","29","15","14","1","1","1","[27,26]"
"230","1409","29","15","38","1","1","1","[31,14,16,26,27,9]"
"231","1418","29","15","5","1","1","1","[32,1]"
"232","1425","30","15","49","1","1","1","[16,31]"
"233","1427","30","15","42","1","1","1","[17,31,38,25,33,6]"
"234","1422","30","15","15","1","1","1","[14,1,38]"
"235","1436","30","15","40","1","1","1","[27,35]"
"236","1445","30","15","46","1","1","1","[26,17,37,30]"
"237","1419","30","15","43","1","1","1","[26,17,1]"
"238","1429","30","15","47","1","1","1","[16,25]"
"239","1434","30","15","50","1","1","1","[26,37,17,1,14]"
"240","1448","30","15","3","1","1","1","[]"
"241","1423","30","15","10","1","1","1","[16,25,27,31,1]"
"242","1416","30","15","9","1","1","1","[26,15]"
"243","1438","30","15","17","1","1","1","[49,18,9]"
"244","1439","30","15","25","1","1","1","[38,1,27,15]"
"245","1411","30","15","34","1","1","1","[26,17,8]"
"246","1447","30","15","45","1","1","1","[37,17,26,14]"
"247","1404","30","15","12","1","1","1","[36,14,22,8,1,25]"
"248","1412","30","15","6","1","1","1","[36,16,13,33,27,19]"
"249","1406","30","15","21","1","1","1","[22,32,27,14,25]"
"250","1402","30","15","8","1","1","1","[]"
"251","1418","31","15","5","1","1","1","[32]"
"252","1407","31","15","11","1","1","1","[27,22]"
"253","1421","31","15","44","1","1","1","[49,35,31,25,24,38,27,1,8,14,15,36]"
"254","1410","31","15","32","1","1","1","[26,16,18,31,21,5]"
"255","1446","31","15","36","1","1","1","[26,17,21,6]"
"256","1448","31","15","3","1","1","1","[32]"
"257","1427","31","15","42","1","1","1","[17,31,38,25,33,6,32]"
"258","1413","31","15","20","1","1","1","[16,1,32]"
"259","1442","31","15","27","1","1","1","[26,1,14,17,25,16,33]"
"260","1428","31","15","26","1","1","1","[21,15]"
