"id","id_subj","nb_question","nb_item","choice"
"142","14","2","1","8"
"143","20","1","5","0"
"144","41","1","4","0"
"145","31","1","2","20"
"146","30","2","4","25"
"147","45","3","3","41"
"148","6","5","1","37"
"149","48","2","2","0"
"150","35","3","4","0"
"151","46","2","1","17"
"152","1","1","1","0"
"153","31","2","3","50"
"154","30","3","2","31"
"155","20","2","1","25"
"156","24","3","2","20"
"157","45","4","1","25"
"158","48","3","3","17"
"159","12","4","2","20"
"160","14","3","4","15"
"161","41","2","5","0"
"162","35","4","3","0"
"163","48","4","5","0"
"164","27","5","3","16"
"165","38","1","1","0"
"166","48","5","4","0"
"167","30","4","5","0"
"168","45","5","4","33"
"169","41","3","2","0"
"170","7","1","1","0"
"171","12","5","1","16"
"172","20","3","2","20"
"173","41","4","1","0"
"174","1","2","3","0"
"175","37","1","4","16"
"176","30","5","3","50"
"177","31","3","5","58"
"178","41","5","3","0"
"179","24","4","1","25"
"180","1","3","4","0"
"181","20","4","3","0"
"182","38","2","5","0"
"183","35","5","5","0"
"184","46","3","2","9"
"185","1","4","5","0"
"186","1","5","2","0"
"187","7","2","2","6"
"188","20","5","4","17"
"189","38","3","3","100"
"190","14","4","5","42"
"191","31","4","4","34"
"192","15","1","3","33"
"193","46","4","4","17"
"194","37","2","5","17"
"195","24","5","4","33"
"196","37","3","2","0"
"197","7","3","3","17"
"198","46","5","3","17"
"199","14","5","3","33"
"200","37","4","1","0"
"201","31","5","1","26"
"202","38","4","2","20"
"203","37","5","3","0"
"204","28","1","5","0"
"205","49","1","2","38"
"206","38","5","4","33"
"207","7","4","5","0"
"208","28","2","2","0"
"209","28","3","3","0"
"210","49","2","5","0"
"211","28","4","4","0"
"212","7","5","4","8"
"213","3","1","5","17"
"214","28","5","1","0"
"215","49","3","3","17"
"216","49","4","4","33"
"217","49","5","1","25"
"218","42","1","2","49"
"219","15","2","1","13"
"220","3","2","3","16"
"221","42","2","3","50"
"222","3","3","1","22"
"223","9","1","1","42"
"224","42","3","5","0"
"225","9","2","4","83"
"226","15","3","5","58"
"227","3","4","4","4"
"228","9","3","3","17"
"229","42","4","1","51"
"230","21","1","5","49"
"231","9","4","2","51"
"232","42","5","4","33"
"233","3","5","2","15"
"234","15","4","4","33"
"235","9","5","5","75"
"236","40","1","2","20"
"237","21","2","3","33"
"238","15","5","2","13"
"239","2","1","5","0"
"240","40","2","4","33"
"241","21","3","1","25"
"242","2","2","4","0"
"243","2","3","1","0"
"244","2","4","2","0"
"245","21","4","2","13"
"246","2","5","3","0"
"247","21","5","4","17"
"248","40","3","5","100"
"249","40","4","3","50"
"250","40","5","1","100"
