"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","r","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","correct_comp","B5","final_pay"
"2145","22","1","1","150.128.49.2","c47","1581410530",NULL,"30","100","7","27","0","Caminos, Canales y Puertos","5","203","2","41","3","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","7","2","10","80","3","1082.6","Intentar ganar el mayor beneficio, observando las ganancias y las conexiones.","algunos conectar con todo el mundo y otros solamente con el grande","La aplicación se calaba un poco a la hora de conectar y desconectar alguna conexión, al igual que cambiando el zoom me ha dado problemas.","1,5,4,2,3","4","6","30","60","2","0,0,1,1,1","2","5","6","6","1","5","4","9","3","1,3,3,3,1,3,1,3,0,3","12.9"
"2149","22","1","2","150.128.49.2","c51","1581410542",NULL,"30","100","7","26","0","Ingeniería","5","203","0","41","3","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","8","2","10","80","3","34","Crear muchas conexiones.","La misma.","Me hubiese gustado saber como hacerlo lo mejor posible al final.","5,1,4,3,2","3","6","60","0","3","0,0,0,1,1","1.6","5","1","6","1","5","5","1","5","2,4,0,0,4,2,0,4,2,3","8.5"
"2192","22","1","3","147.156.150.14","l18","1581410688",NULL,"30","100","7","18","1","Upv","4","203","0","41","3","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","1","2","10","80","3","1544.4","Juntarme al que más círculos tenía ","?",,"2,4,5,1,3","3","6","32.4","27.6","4","0,0,1,1,1","3.85","5","5","6","0","5","5","1","5","2,1,3,0,4,1,1,2,4,2","17.1"
"2183","22","1","4","147.156.150.27","l45","1581410661",NULL,"30","100","7","20","1",,"4","203","0","41","3","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","7","2","10","80","3","1617.1","Intentar no estar nunca en negativo.","Tener muchas conexiones con otros participantes.",,"4,3,2,1,5","1","6","30","30","1","0,0,0,0,0","1.6","5","6","6","1","5","5","1","5","1,4,1,2,1,4,0,4,1,4","15.1"
"2152","22","1","5","147.156.150.56","l71","1581410576",NULL,"30","100","7","18","0","ciencia","3","203","0","41","1","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","3","2","10","80","3","686.9","tratar de ser el nodo central al que se une todo el mundo y acaba con 6000 puntos.","muchos lo intentaron también, la mayoría se limitó a hacer 2 o 3 conexiones",,"1,5,3,2,4","2","6","0","160","2","0,0,0,1,1","2","5","5","6","1","5","5","1","6","3,3,2,4,1,1,1,3,0,4","10.8"
"2175","22","1","6","147.156.150.36","l42","1581410637",NULL,"30","100","7","18","0","Mecanizado","4","203","0","41","4","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","1","2","10","80","3","1428.3","Intentar sacar el mayor beneficio posible, y unirme con los demas.","Diferente a la mia seguramente.","Gracias por todo.","5,4,3,2,1","2","6","40","0","3","0,0,0,0,1","2","5","4","6","0","5","5","8","3","0,4,0,4,1,4,0,4,0,4","14.6"
"2177","22","1","7","147.156.150.17","23","1581410647",NULL,"30","100","7","18","0","bachiller","2","203","0","41","4","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","6","2","10","80","3","1392.1","Intentar ser el líder y si no lo logro, unirme a él","igual que la mía",,"4,1,5,2,3","4","6","30","60","3","0,0,1,1,1","0.1","5","1","6","1","5","4","1","4","0,3,2,4,4,4,0,2,0,3","12.5"
"2114","22","1","8","150.128.49.2","c17","1581410441",NULL,"30","100","7","21","0",,"4","203","0","42","0","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","4","2","10","80","3","1429.7","Intentar que se conecten muchos nodos a mí o en tal caso conectar distintos nodos alejados entre ellos","Conectarse solamente a un nodo con muchas conexiones",,"1,3,2,4,5","5","6","50.4","23.2","5","1,1,1,1,1","3.85","5","1","6","1","5","5","1","5","3,4,3,4,1,1,1,3,3,4","16.9"
"2124","22","1","9","150.128.49.2","c25","1581410466",NULL,"30","100","7","20","1","Psicología","4","203","0","41","1","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","3","2","10","80","3","1069.7","Me fijaba en las conexiones que tenían los que se querían unir a mi y los puntos que estos tenían de sus conexiones.","Al principio intentar conectarse con muchos participantes para tener una conexión cercana.","No me ha quedado muy claro hasta la segunda ronda.","2,4,1,3,5","3","6","30","30","4","0,0,0,1,1","3.85","5","6","6","3","5","5","1","4","0,4,0,3,1,4,0,4,3,1","14.8"
"2160","22","1","10","147.156.150.42","l55","1581410600",NULL,"30","100","7","20","1","ecomia","4","203","0","41","4","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","1","2","10","80","3","428.2","muchas conexiones","pocas conexiones",,"1,4,2,5,3","1","6","40","0","3","0,0,1,1,1","3.85","5","5","6","1","5","5","1","6","0,3,1,1,2,4,1,2,2,3","12.3"
"2111","22","1","11","150.128.49.2","c18","1581410435",NULL,"30","100","7","20","1","Psicologia","4","180","0","30","9","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","3","2","10","80","3","1598.6","Conectarme al nodo con más relaciones beneficiosas","La misma",,"2,3,5,4,1","5","6","99.6","6.8","1","0,0,0,1,1","1.6","5","6","6","2","1","5","1","3","0,4,0,1,1,4,2,2,3,4","16.2"
"2112","22","1","12","150.128.49.2","c43","1581410436",NULL,"30","100","7","20","0","historia","4","203","0","41","0","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","6","2","10","80","3","371.7","ninguna porque no lo comprendia bien","hacer muchas conexiones","que el experimento fuese mas sencillo","1,2,3,4,5","5","6","39.6","26.8","5","0,1,1,1,1","3.85","5","6","6","2","5","4","9","2","4,4,1,0,0,0,0,3,4,4","11.6"
"2131","22","1","13","150.128.49.2","c32","1581410491",NULL,"30","100","7","19","1","ciencias de la salud (psicología)","4","203","0","41","1","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","3","2","10","80","3","1524.1","crear conexiones con la gente que tenia mas conexiones con otras personas, pero a su vez esas otras personas tenían mas","crear el mayor numero de conexiones con el mayor numero de personas",,"3,1,4,5,2","5","6","33.6","28.8","2","0,0,0,1,1","1.6","5","5","6","1","5","1","1","5","3,4,1,1,0,4,0,4,3,4","14.8"
"2134","22","1","14","150.128.49.2","c30","1581410501",NULL,"30","100","7","18","1","Economía","1","203","0","41","4","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","2","2","10","80","3","1328.5","Unirme a quienes tenían más puntos y soltarme de los que estaban en negativo.","Intentar unirse al mayor número de personas posible.",,"1,5,2,3,4","1","6","30","30","2","0,0,0,1,1","2","5","4","6","1","5","5","9","4","3,4,4,0,1,1,1,4,4,3","14.1"
"2197","22","1","15","147.156.150.29","l35","1581410752",NULL,"30","100","7","18","0","Derecho y ade","4","203","0","41","3","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","4","2","10","80","3","1338.1","Una estrategia sensata. Al ser difícil ser el único mediador de muchos usuarios, me conecté a nodos (uno o dos) que realmente tuvieran muchas conexiones.","Depende. Hay algunos que hicieron como yo, otros trataron de ser un nodo principal y únicos mediadores de muchos jugadores.",,"2,1,4,3,5","2","6","25.2","59.2","5","0,0,0,0,1","3.85","5","3","6","1","9","3","9","2","2,4,3,4,1,2,0,3,2,4","15.7"
"2129","22","1","16","150.128.49.2","c33","1581410485",NULL,"30","100","7","27","0",,"4","203","0","41","0","6","100","100","197,73,114,205,230,290","60","360",NULL,"800","220","50","5","1","2","10","80","3","500.1","ver el conector que unía a todos","ir probando a quien conectarse y cual daba más rendimiento",,"1,4,5,2,3","1","6","26.8","39.6","5","0,0,0,0,0","2","5","6","6","1","5","5","1","5","1,4,2,4,4,3,0,1,0,3","10.4"
