"id","id_subj","nb_question","nb_item","choice"
"1","2156","1","5","0"
"2","2156","2","2","0"
"3","2156","3","1","0"
"4","2156","4","3","0"
"5","2174","1","4","0"
"6","2156","5","4","0"
"7","2162","1","4","42"
"8","2159","1","4","33"
"9","2174","2","3","17"
"10","2199","1","4","34"
"11","2108","1","4","34"
"12","2174","3","2","56"
"13","2195","1","5","20"
"14","2162","2","3","66"
"15","2199","2","1","25"
"16","2174","4","1","3"
"17","2191","1","3","50"
"18","2159","2","2","25"
"19","2108","2","3","33"
"20","2154","1","3","0"
"21","2151","1","5","58"
"22","2174","5","5","9"
"23","2199","3","3","50"
"24","2191","2","4","25"
"25","2176","1","1","25"
"26","2108","3","2","0"
"27","2186","1","1","8"
"28","2108","4","1","0"
"29","2136","1","3","17"
"30","2162","3","2","38"
"31","2180","1","3","17"
"32","2108","5","5","0"
"33","2176","2","5","58"
"34","2159","3","1","25"
"35","2191","3","1","25"
"36","2184","1","2","31"
"37","2195","2","2","3"
"38","2199","4","5","76"
"39","2122","1","2","0"
"40","2176","3","4","33"
"41","2127","1","1","25"
"42","2116","1","3","33"
"43","2154","2","1","25"
"44","2136","2","4","12"
"45","2184","2","1","100"
"46","2191","4","2","19"
"47","2192","1","2","19"
"48","2135","1","1","19"
"49","2160","1","1","0"
"50","2171","1","3","17"
"51","2122","2","4","5"
"52","2182","1","1","25"
"53","2173","1","4","17"
"54","2193","1","2","63"
"55","2151","2","2","12"
"56","2187","1","3","17"
"57","2199","5","2","19"
"58","2184","3","3","100"
"59","2159","4","5","75"
"60","2191","5","5","0"
"61","2154","3","2","0"
"62","2101","1","1","15"
"63","2162","4","5","50"
"64","2184","4","5","0"
"65","2160","2","4","0"
"66","2154","4","4","0"
"67","2161","1","1","25"
"68","2195","3","3","10"
"69","2176","4","3","34"
"70","2196","1","4","9"
"71","2160","3","2","0"
"72","2154","5","5","0"
"73","2193","2","3","50"
"74","2184","5","4","59"
"75","2160","4","5","0"
"76","2135","2","3","37"
"77","2164","1","1","21"
"78","2159","5","3","50"
"79","2151","3","3","17"
"80","2196","2","2","10"
"81","2160","5","3","0"
"82","2192","2","4","48"
"83","2116","2","1","25"
"84","2182","2","5","56"
"85","2177","1","4","50"
"86","2193","3","1","51"
"87","2176","5","2","0"
"88","2195","4","4","14"
"89","2119","1","3","17"
"90","2102","1","5","0"
"91","2128","1","4","41"
"92","2122","3","1","25"
"93","2162","5","1","37"
"94","2187","2","1","42"
"95","2192","3","5","53"
"96","2116","3","5","0"
"97","2182","3","4","42"
"98","2127","2","4","16"
"99","2193","4","5","25"
"100","2161","2","2","49"
"101","2173","2","1","83"
"102","2195","5","1","3"
"103","2192","4","1","56"
"104","2175","1","5","0"
"105","2141","1","5","17"
"106","2122","4","5","41"
"107","2187","3","5","0"
"108","2135","3","2","9"
"109","2196","3","1","7"
"110","2180","2","2","10"
"111","2122","5","3","24"
"112","2101","2","5","17"
"113","2192","5","3","46"
"114","2128","2","1","56"
"115","2115","1","3","50"
"116","2116","4","2","21"
"117","2161","3","5","44"
"118","2193","5","4","33"
"119","2181","1","2","20"
"120","2151","4","1","42"
"121","2171","2","2","26"
"122","2102","2","2","20"
"123","2116","5","4","0"
"124","2187","4","2","63"
"125","2173","3","2","100"
"126","2175","2","4","0"
"127","2136","3","1","0"
"128","2196","4","3","16"
"129","2139","1","2","20"
"130","2142","1","2","14"
"131","2167","1","5","33"
"132","2177","2","1","25"
"133","2175","3","3","0"
"134","2188","1","1","33"
"135","2173","4","5","0"
"136","2182","4","3","48"
"137","2112","1","1","25"
"138","2101","3","4","16"
"139","2123","1","5","42"
"140","2135","4","5","69"
"141","2175","4","2","0"
"142","2152","1","1","51"
"143","2128","3","2","29"
"144","2102","3","4","0"
"145","2175","5","1","0"
"146","2164","2","4","30"
"147","2187","5","4","0"
"148","2196","5","5","25"
"149","2173","5","3","17"
"150","2177","3","5","75"
"151","2105","1","3","42"
"152","2119","2","2","8"
"153","2151","5","4","17"
"154","2115","2","4","33"
"155","2136","4","5","17"
"156","2107","1","3","49"
"157","2139","2","4","33"
"158","2127","3","5","0"
"159","2182","5","2","65"
"160","2101","4","3","17"
"161","2148","1","5","0"
"162","2142","2","3","48"
"163","2180","3","5","74"
"164","2135","5","4","27"
"165","2158","1","3","10"
"166","2161","4","3","50"
"167","2178","1","4","25"
"168","2132","1","1","38"
"169","2102","4","3","17"
"170","2167","2","1","24"
"171","2181","2","4","33"
"172","2194","1","4","34"
"173","2186","2","2","11"
"174","2171","3","1","42"
"175","2115","3","1","25"
"176","2168","1","1","0"
"177","2164","3","5","49"
"178","2127","4","3","83"
"179","2200","1","2","16"
"180","2161","5","4","65"
"181","2101","5","2","19"
"182","2123","2","3","31"
"183","2128","4","3","69"
"184","2119","3","4","9"
"185","2141","2","2","21"
"186","2139","3","5","75"
"187","2149","1","5","0"
"188","2102","5","1","0"
"189","2138","1","1","25"
"190","2111","1","2","13"
"191","2158","2","5","12"
"192","2142","3","1","27"
"193","2115","4","5","75"
"194","2136","5","2","0"
"195","2104","1","1","71"
"196","2147","1","5","17"
"197","2107","2","4","33"
"198","2181","3","5","75"
"199","2164","4","2","53"
"200","2112","2","2","20"
"201","2124","1","2","1"
"202","2188","2","4","33"
"203","2171","4","5","17"
"204","2152","2","5","17"
"205","2200","2","3","16"
"206","2178","2","1","24"
"207","2153","1","2","9"
"208","2168","2","3","17"
"209","2167","3","2","63"
"210","2115","5","2","20"
"211","2128","5","5","31"
"212","2144","1","2","19"
"213","2127","5","2","19"
"214","2181","4","1","25"
"215","2137","1","5","67"
"216","2177","4","2","26"
"217","2129","1","1","33"
"218","2194","2","3","51"
"219","2168","3","2","0"
"220","2164","5","3","14"
"221","2148","2","4","0"
"222","2132","2","4","21"
"223","2171","5","4","50"
"224","2183","1","4","17"
"225","2152","3","3","50"
"226","2186","3","5","45"
"227","2107","3","2","20"
"228","2139","4","3","44"
"229","2163","1","4","33"
"230","2180","4","4","33"
"231","2110","1","1","49"
"232","2142","4","5","75"
"233","2148","3","3","0"
