"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","r","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","correct_comp","B5","final_pay"
"2443","25","1","1","147.156.150.58","l73","1581505196",NULL,"30","100","7","33","0",,"4","148","4","41","1","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","5","2","10","80","3","944.8","NO LO HE ENTENDIDO BIEN","ALGUNOS LO ENTENDIERON Y SACARON UN BUEN RESULTADO",,"2,1,4,3,5","4","6","49.8","20.4","4","0,0,0,0,0","1.6","5","5","2","2","1","2","2","1","4,3,2,4,1,1,2,4,2,3","12"
"2438","25","1","2","147.156.150.40","l53","1581505191",NULL,"30","100","7","18","1",,"4","203","0","41","1","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","7","2","10","80","3","1633.4","intentar ser el intermediario yo para lograr mas puntos y eliminar el resto de intermediarios.","crear muchas relaciones.",,"2,1,5,3,4","4","6","40.2","39.6","5","0,0,0,1,1","3.85","5","3","6","2","4","5","9","2","1,3,3,1,4,3,1,1,4,3","17.4"
"2427","25","1","3","150.128.49.2","c53","1581505183",NULL,"30","100","7","19","1","derecho","4","180","0","30","9","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","7","2","10","80","3","387.4","no he tenido estrategia ","arriesgarse a enlazar cuantos mas triángulos ",,"3,2,4,5,1","5","6","32.4","29.2","4","0,0,0,1,1","0.1","5","5","6","3","5","5","1","5","3,4,4,0,0,2,2,2,0,1","8.1"
"2500","25","1","4","150.128.49.2","c14","1581505353",NULL,"30","100","7","18","1",,"1","203","0","41","1","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","1","2","10","80","3","1257.6","Ir comprobando con que enlaces ganaba más puntos","Algunos realizar muchos enlaces con personas de pocos enlaces y otros solamente enlazarse con una persona que tenia muchos enlaces",,"1,3,4,2,5","5","6","120","0","3","0,0,0,0,0","1.6","5","6","6","2","5","5","8","3","3,4,2,3,1,2,0,2,3,3","15.1"
"2477","25","1","5","147.156.150.13","l17","1581505222",NULL,"30","100","7","23","0","Arquitectura","5","203","0","41","0","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","1","2","10","80","3","1114.6","En un principio intentar ser el nodo que atrajese a más nodos, pero finalmente cuando no conseguía mi estrategia me adaptaba uniéndome únicamente al que en ese momento estuviese obteniendo más beneficio.","Pienso que la mayoría ha intentado lo que yo he hecho, pero otro simplemente probaban aleatoriamente.",,"3,5,4,2,1","3","6","30","30","3","0,0,0,0,0","1.6","5","1","6","3","5","5","1","4","3,0,4,1,0,3,1,4,3,4","12.7"
"2470","25","1","6","150.128.49.2","c38","1581505218",NULL,"30","100","7","22","1","Psicologia","4","203","0","41","3","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","7","2","10","80","3","786.9","Buscar los nodos que tenian mas conexiones","probablemente la misma",,"1,4,3,5,2","3","6","39.6","20.4","3","0,0,0,1,1","2","5","5","6","1","5","4","1","5","3,4,1,0,0,3,0,2,3,4","11.9"
"2456","25","1","7","150.128.49.2","c34","1581505205",NULL,"30","100","7","18","1","Ciencias ","1","203","2","41","1","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","3","2","10","80","3","1683.5","Observar y ver que conexiones me interesaban más o menos.","Creo que la estrategia de los otros participantes fue la misma.",,"2,4,1,5,3","3","6","34.2","25.8","2","0,0,0,0,1","1.6","5","6","6","2","5","5","1","4","4,3,1,0,4,2,1,2,4,0","15.4"
"2479","25","1","8","150.128.49.2","c18","1581505224",NULL,"30","100","7","19","0","Administración de Empresas","4","203","0","41","3","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","4","2","10","80","3","1574.3","Ganar dinero con el experimento a parte de ayudar a las personas que quieren saber nuestra opición.","Ganar dinero con el experimento a parte de ayudar a las personas que quieren saber nuestra opición.",,"4,1,5,3,2","1","6","30","30","2","0,0,1,1,1","2","5","0","6","3","3","1","9","1","2,4,2,3,3,3,0,3,3,2","14.9"
"2447","25","1","9","147.156.150.51","l65","1581505197",NULL,"30","100","7","23","0",,"5","203","0","41","4","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","3","2","10","80","3","1417.9","Intentar crear una red, siendo el centro. 

En caso de que no funcionase, buscar al que más puntuación tenia e intentar unirme a él. ","Algo similar, sobre todo en el caso de unirse al que mayor puntuación tenía.","Todo correcto )","4,5,3,2,1","4","6","49.8","20.4","5","0,0,0,0,1","3.85","5","6","6","0","5","5","1","4","3,4,0,3,2,3,0,4,1,2","16.8"
"2482","25","1","10","147.156.150.16","l22","1581505226",NULL,"30","100","7","18","1",,"1","203","0","41","1","6","100","100","118,136,193,279,184,312","60","360",NULL,"800","220","50","5","6","2","10","80","3","1905.1","Intentar conseguir el máximo número de conexiones, intentando unirme a los nodos que estaban unidos a pocos nodos.","Unirse a los nodos con más puntos y la misma estrategia que yo he seguido.",,"1,3,4,2,5","2","6","32.4","30.4","4","0,0,1,1,1","3.85","5","6","6","1","1","5","8","3","4,4,3,3,0,3,1,3,1,3","18.5"
