"id","id_subj","time","session","id_grp","grp","round","period","links"
"1","1606","4","17","22","1","1","1","[49]"
"2","1604","5","17","35","1","1","1","[28]"
"3","1606","5","17","22","1","1","1","[]"
"4","1604","6","17","35","1","1","1","[]"
"5","1612","6","17","8","1","1","1","[29]"
"6","1605","7","17","31","1","1","1","[1]"
"7","1612","7","17","8","1","1","1","[]"
"8","1606","7","17","22","1","1","1","[27]"
"9","1605","8","17","31","1","1","1","[]"
"10","1618","8","17","18","1","1","1","[17]"
"11","1606","9","17","22","1","1","1","[27,1]"
"12","1628","9","17","7","1","1","1","[49]"
"13","1625","9","17","29","1","1","1","[26]"
"14","1604","10","17","35","1","1","1","[26]"
"15","1648","10","17","2","1","1","1","[27]"
"16","1615","10","17","44","1","1","1","[26]"
"17","1609","10","17","43","1","1","1","[26]"
"18","1616","10","17","12","1","1","1","[27]"
"19","1625","11","17","29","1","1","1","[26,38]"
"20","1613","11","17","26","1","1","1","[36]"
"21","1618","11","17","18","1","1","1","[17,27]"
"22","1628","11","17","7","1","1","1","[49,10]"
"23","1625","12","17","29","1","1","1","[26,38,1]"
"24","1606","12","17","22","1","1","1","[27,1,17]"
"25","1612","12","17","8","1","1","1","[27]"
"26","1609","12","17","43","1","1","1","[26,1]"
"27","1648","12","17","2","1","1","1","[27,9]"
"28","1606","12","17","22","1","1","1","[27,1]"
"29","1602","12","17","39","1","1","1","[24]"
"30","1638","12","17","28","1","1","1","[26]"
"31","1604","12","17","35","1","1","1","[26,38]"
"32","1625","12","17","29","1","1","1","[26,38,1,17]"
"33","1612","12","17","8","1","1","1","[]"
"34","1605","13","17","31","1","1","1","[26]"
"35","1628","13","17","7","1","1","1","[49,10,11]"
"36","1609","13","17","43","1","1","1","[26,1,37]"
"37","1613","13","17","26","1","1","1","[36,29]"
"38","1624","13","17","19","1","1","1","[27]"
"39","1648","13","17","2","1","1","1","[27,9,33]"
"40","1650","13","17","4","1","1","1","[27]"
"41","1625","13","17","29","1","1","1","[26,38,1,17,14]"
"42","1634","14","17","17","1","1","1","[18]"
"43","1615","14","17","44","1","1","1","[26,1]"
"44","1633","14","17","13","1","1","1","[36]"
"45","1643","14","17","46","1","1","1","[35]"
"46","1647","14","17","27","1","1","1","[32]"
"47","1646","14","17","36","1","1","1","[26]"
"48","1625","14","17","29","1","1","1","[26,38,1,17,14,40]"
"49","1603","14","17","23","1","1","1","[27]"
"50","1624","15","17","19","1","1","1","[27,26]"
"51","1618","15","17","18","1","1","1","[17,27,49]"
"52","1635","15","17","10","1","1","1","[27]"
"53","1640","15","17","38","1","1","1","[25]"
"54","1623","15","17","37","1","1","1","[31]"
"55","1650","15","17","4","1","1","1","[27,38]"
"56","1601","15","17","47","1","1","1","[35]"
"57","1625","16","17","29","1","1","1","[26,38,1,17,14,40,21]"
"58","1648","16","17","2","1","1","1","[27,9,33,26]"
"59","1604","16","17","35","1","1","1","[26]"
"60","1645","16","17","14","1","1","1","[29]"
"61","1606","16","17","22","1","1","1","[27,1,17]"
"62","1623","16","17","37","1","1","1","[31,49]"
"63","1625","17","17","29","1","1","1","[26,38,1,14,40,21]"
"64","1602","17","17","39","1","1","1","[24,17]"
"65","1643","17","17","46","1","1","1","[]"
"66","1617","17","17","24","1","1","1","[49]"
"67","1642","17","17","32","1","1","1","[31]"
"68","1650","17","17","4","1","1","1","[27,38,1]"
"69","1601","17","17","47","1","1","1","[35,31]"
"70","1640","17","17","38","1","1","1","[25,31]"
"71","1604","17","17","35","1","1","1","[26,17]"
"72","1619","17","17","11","1","1","1","[32]"
"73","1606","17","17","22","1","1","1","[27,1]"
"74","1635","17","17","10","1","1","1","[27,15]"
"75","1612","17","17","8","1","1","1","[32]"
"76","1637","17","17","1","1","1","1","[27]"
"77","1627","17","17","50","1","1","1","[1]"
"78","1626","17","17","21","1","1","1","[32]"
"79","1643","18","17","46","1","1","1","[31]"
"80","1608","18","17","20","1","1","1","[1]"
"81","1618","18","17","18","1","1","1","[17,27,49,41]"
"82","1644","18","17","3","1","1","1","[38]"
"83","1602","18","17","39","1","1","1","[24,17,25]"
"84","1611","18","17","15","1","1","1","[26]"
"85","1639","18","17","49","1","1","1","[7]"
"86","1645","18","17","14","1","1","1","[]"
"87","1606","18","17","22","1","1","1","[27,1,32]"
"88","1617","18","17","24","1","1","1","[49,26]"
"89","1623","18","17","37","1","1","1","[31,49,17]"
"90","1638","18","17","28","1","1","1","[26,36]"
"91","1625","18","17","29","1","1","1","[26,38,1,14,40,21,32]"
"92","1620","18","17","30","1","1","1","[32]"
"93","1635","18","17","10","1","1","1","[27,15,1]"
"94","1646","18","17","36","1","1","1","[26,32]"
"95","1605","18","17","31","1","1","1","[26,32]"
"96","1624","18","17","19","1","1","1","[27,26,32]"
"97","1607","18","17","42","1","1","1","[17]"
"98","1603","19","17","23","1","1","1","[27,14]"
"99","1640","19","17","38","1","1","1","[25,31,1]"
"100","1647","19","17","27","1","1","1","[32,41]"
"101","1604","19","17","35","1","1","1","[26,17,36]"
"102","1643","19","17","46","1","1","1","[31,29]"
"103","1601","19","17","47","1","1","1","[35,31,29]"
"104","1648","19","17","2","1","1","1","[27,9,33,26,41]"
"105","1612","19","17","8","1","1","1","[32,15]"
"106","1650","19","17","4","1","1","1","[27,38,1,15]"
"107","1626","19","17","21","1","1","1","[32,29]"
"108","1629","19","17","6","1","1","1","[38]"
"109","1625","19","17","29","1","1","1","[26,38,1,40,21,32]"
"110","1602","19","17","39","1","1","1","[24,17,25,26]"
"111","1623","19","17","37","1","1","1","[31,49,17,18]"
"112","1608","19","17","20","1","1","1","[1,27]"
"113","1624","20","17","19","1","1","1","[27,26,32,14]"
"114","1601","20","17","47","1","1","1","[35,31]"
"115","1643","20","17","46","1","1","1","[29]"
"116","1644","20","17","3","1","1","1","[38,1]"
"117","1635","20","17","10","1","1","1","[27,15,1,32]"
"118","1640","20","17","38","1","1","1","[25,31,1,14]"
"119","1636","20","17","48","1","1","1","[31]"
"120","1646","20","17","36","1","1","1","[26,32,13]"
"121","1639","20","17","49","1","1","1","[7,18]"
"122","1615","20","17","44","1","1","1","[26,1,31]"
"123","1613","20","17","26","1","1","1","[36]"
"124","1634","20","17","17","1","1","1","[18,35]"
"125","1650","20","17","4","1","1","1","[27,38,1,15,49]"
"126","1606","20","17","22","1","1","1","[27,1,32,29]"
"127","1609","20","17","43","1","1","1","[26,1,37,25]"
"128","1641","21","17","25","1","1","1","[29]"
"129","1623","21","17","37","1","1","1","[31,49,17,18,29]"
"130","1604","21","17","35","1","1","1","[26,17,36,1]"
"131","1625","21","17","29","1","1","1","[26,38,1,21,32]"
"132","1627","21","17","50","1","1","1","[1,25]"
"133","1612","21","17","8","1","1","1","[32,15,1]"
"134","1617","21","17","24","1","1","1","[49,26,37]"
"135","1601","21","17","47","1","1","1","[35,31,24]"
"136","1644","21","17","3","1","1","1","[38,1,27]"
"137","1633","21","17","13","1","1","1","[36,33]"
"138","1631","22","17","5","1","1","1","[27]"
"139","1602","22","17","39","1","1","1","[24,17,25,26,14]"
"140","1616","22","17","12","1","1","1","[27,15]"
"141","1641","22","17","25","1","1","1","[29,27]"
"142","1648","22","17","2","1","1","1","[27,9,33,26,41,38]"
"143","1623","22","17","37","1","1","1","[31,49,17,18,29,14]"
"144","1637","22","17","1","1","1","1","[27,38]"
"145","1625","22","17","29","1","1","1","[26,1,21,32]"
"146","1620","22","17","30","1","1","1","[32,29]"
"147","1634","22","17","17","1","1","1","[18,35,37]"
