"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","r","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","correct_comp","B5","final_pay"
"1606","17","1","1","147.156.150.45","l62","1569320170",NULL,"30","100","7","23","1",,"4","203","0","41","1","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","1","2","10","40","3","483.6","Buscar el nodo que más enlaces tenia","Esperar a ver las primeras reacciones, y luego observar de que nodo podia sacar más beneficio",,"2,1,3,5,4","5","6","31.2","29.6","1","0,0,1,1,1","1.6","5","1","4","1","1","35","1","4","2,4,0,4,2,4,0,4,4,4","12.1"
"1634","17","1","2","147.156.150.34","l33","1569320258",NULL,"30","100","7","22","0","Ciencias sociales","4","203","0","41","1","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","4","2","10","40","3","577.6","Intentar ser el creador de redes para generar yo el control, pero en cuanto alguien hacia una red superior y vista avanzada la prueba me soltaba con tal de no perder y asegurarte los 100 puntos, tambien pensé en intentar ser el intermediario entre dos redes pero no funcionaba","no lo se, porque a mi no me funciono nada de lo probado","excesivo la duración de la creación de redes","4,2,5,1,3","2","6","4.8","140.8","5","0,0,0,1,1","3.85","5","6","4","0","3","34","18","1","0,0,4,3,1,4,3,2,3,3","14.4"
"1649","17","1","3","147.156.150.13","l17","1569320316",NULL,"30","100","7","18","1","Economía","4","203","0","41","4","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","3","2","10","40","3","310.1","Intentar hacer el mínimo de distancias largas entre los nodos","Igual a la mía o seleccionar de forma aleatoria ",,"4,5,1,2,3","4","6","10.2","99.6","1","0,0,0,1,1","1.6","5","5","4","3","3","35","1","3","3,4,2,2,3,4,1,4,4,3","10.1"
"1632","17","1","4","147.156.150.33","l32","1569320254",NULL,"30","100","7","19","1","Medicina","4","203","0","41","0","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","6","2","10","40","3","518.8","Hacer las menores conexiones posibles e ir cambiando a ver cuales me beneficiaban más.","Los que obtenían mayor puntuación era los que estaban interconectados con muchos participantes.",,"4,1,5,3,2","3","6","28.8","31.2","3","0,0,0,0,0","2","5","1","4","1","3","48","33","2","4,4,3,1,2,2,0,2,3,2","12.6"
"1623","17","1","5","147.156.150.37","l43","1569320225",NULL,"30","100","7","18","1","Salud","4","203","0","41","3","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","4","2","10","40","3","761.4","Al principio o empece siguiendo ninguno pero luego he ido viendo os beneficios por conexiones y no tanto los puntos en total puesto asi el restante por las conexiones era menor.","Supongo que llegar al beneficio total más grande, y acabar con la mayoría de puntos sea como sea","todo bien","1,3,5,4,2","3","6","30","30","2","0,1,1,1,1","0.1","5","1","1","0","1","35","2","1","1,3,4,3,2,4,3,3,4,2","12.8"
"1612","17","1","6","147.156.150.59","l76","1569320186",NULL,"30","100","7","18","1",,"4","203","0","41","12","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","9","2","10","40","3","801.4","Hacer conexiones con los nodos con más puntuación.","Hacer la primera conexión lo más rápido posible.",,"3,5,4,1,2","4","6","16.2","87.6","2","0,0,1,1,1","1.6","5","2","4","0","34","35","1","2","3,4,0,1,2,2,0,4,1,2","14.5"
"1650","17","1","7","147.156.150.14","l18","1569320324",NULL,"30","100","7","21","0",,"4","203","0","41","3","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","2","2","10","40","3","205.7","hacer links rapidamente con otros participantes y con participantes que tenian una posicion clave donde llegar a los demas y ver que  tanto cambiaban mis beneficios","llegar al centro y conseguir links rapido",,"5,1,4,3,2","5","6","50.4","23.2","1","0,0,0,0,1","1.6","5","1","4","3","1","19","1","3","1,4,2,2,1,4,0,3,1,3","9.9"
"1633","17","1","8","147.156.150.35","l48","1569320257",NULL,"30","100","7","22","0","Ingeniería","4","203","0","41","1","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","8","2","10","40","3","515.9","Al principio realizar las máximas conexiones posibles y al final si mi puntuación es mala asegurar.","Los que se les daba mejor el experimento tienden a realizar conexiones desde el centro de la pantalla y los demás aseguran 120 puntos conectando con el que mas puntos tiene",,"2,3,5,4,1","3","6","60","0","5","0,0,0,1,1","3.85","5","4","4","0","3","19","1","2","1,3,2,1,4,3,1,2,2,1","15"
"1627","17","1","9","147.156.150.27","l45","1569320237",NULL,"30","100","7","18","1","Ciencias Sociales","1","203","0","41","1","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","5","2","10","40","3","848","Estar conectada al que más puntos me entregaba","La misma que la mía",,"4,1,3,2,5","3","6","30","30","5","0,0,0,0,1","3.85","5","6","4","3","3","35","1","2","1,4,3,3,2,3,1,3,3,2","17.5"
"1617","17","1","10","147.156.150.54","l67","1569320199",NULL,"30","100","7","18","1","bachillerato","1","203","0","41","4","6","50","50","348,329,105,182,299,290","60","360",NULL,"400","110","50","5","4","2","10","40","3","716.8","mantenerme en los nodos que mas me daban dinero","ir donde tuvieran ganancias e intentar obtener mas uniéndose a otros nodos",,"3,2,1,5,4","1","6","36.8","9.6","4","0,0,1,1,1","3.85","5","6","0","2","34","19","1","1","2,0,2,0,0,4,1,2,4,3","16.3"
