"id","id_subj","time","session","id_grp","grp","round","period","links"
"1","308","5","4","44","1","1","1","[32]"
"2","307","6","4","23","1","1","1","[35]"
"3","314","8","4","14","1","1","1","[49]"
"4","307","8","4","23","1","1","1","[35,28]"
"5","314","9","4","14","1","1","1","[49,36]"
"6","317","9","4","9","1","1","1","[33]"
"7","314","9","4","14","1","1","1","[49,36,29]"
"8","302","10","4","19","1","1","1","[12]"
"9","314","11","4","14","1","1","1","[49,36,29,25]"
"10","305","11","4","32","1","1","1","[17]"
"11","310","11","4","34","1","1","1","[36]"
"12","339","11","4","45","1","1","1","[35]"
"13","313","11","4","47","1","1","1","[26]"
"14","323","11","4","28","1","1","1","[26]"
"15","325","12","4","16","1","1","1","[27]"
"16","345","12","4","15","1","1","1","[38]"
"17","333","12","4","25","1","1","1","[33]"
"18","310","12","4","34","1","1","1","[36,9]"
"19","309","12","4","4","1","1","1","[25]"
"20","336","12","4","31","1","1","1","[26]"
"21","305","13","4","32","1","1","1","[17,26]"
"22","317","13","4","9","1","1","1","[33,24]"
"23","323","13","4","28","1","1","1","[26,23]"
"24","339","13","4","45","1","1","1","[35,10]"
"25","329","13","4","12","1","1","1","[19]"
"26","347","13","4","37","1","1","1","[26]"
"27","337","13","4","20","1","1","1","[32]"
"28","328","13","4","1","1","1","1","[27]"
"29","314","13","4","14","1","1","1","[49,36,29,25,10]"
"30","333","13","4","25","1","1","1","[33,14]"
"31","332","13","4","49","1","1","1","[1]"
"32","327","13","4","48","1","1","1","[26]"
"33","346","14","4","10","1","1","1","[49]"
"34","325","14","4","16","1","1","1","[27,1]"
"35","309","14","4","4","1","1","1","[25,37]"
"36","336","14","4","31","1","1","1","[26,38]"
"37","310","14","4","34","1","1","1","[36,9,28]"
"38","315","14","4","24","1","1","1","[32]"
"39","304","14","4","43","1","1","1","[1]"
"40","316","14","4","26","1","1","1","[27]"
"41","302","14","4","19","1","1","1","[12,25]"
"42","344","14","4","30","1","1","1","[25]"
"43","319","14","4","17","1","1","1","[49]"
"44","313","14","4","47","1","1","1","[26,37]"
"45","345","15","4","15","1","1","1","[]"
"46","337","15","4","20","1","1","1","[32,27]"
"47","349","15","4","35","1","1","1","[23]"
"48","338","15","4","6","1","1","1","[27]"
"49","313","15","4","47","1","1","1","[26]"
"50","325","15","4","16","1","1","1","[27,1,18]"
"51","330","15","4","18","1","1","1","[27]"
"52","340","15","4","41","1","1","1","[37]"
"53","336","15","4","31","1","1","1","[26,38,1]"
"54","309","15","4","4","1","1","1","[25,37,28]"
"55","308","15","4","44","1","1","1","[32,25]"
"56","321","16","4","27","1","1","1","[37]"
"57","343","16","4","40","1","1","1","[14]"
"58","322","16","4","33","1","1","1","[40]"
"59","324","16","4","11","1","1","1","[27]"
"60","316","16","4","26","1","1","1","[27,32]"
"61","329","16","4","12","1","1","1","[19,28]"
"62","320","16","4","3","1","1","1","[32]"
"63","313","16","4","47","1","1","1","[26,25]"
"64","305","16","4","32","1","1","1","[17,26,25]"
"65","315","16","4","24","1","1","1","[32,27]"
"66","330","16","4","18","1","1","1","[27,1]"
"67","307","17","4","23","1","1","1","[35,28,26]"
"68","327","17","4","48","1","1","1","[26,37]"
"69","332","17","4","49","1","1","1","[1,14]"
"70","306","17","4","7","1","1","1","[35]"
"71","340","17","4","41","1","1","1","[37,26]"
"72","342","17","4","29","1","1","1","[14]"
"73","346","17","4","10","1","1","1","[49,14]"
"74","304","17","4","43","1","1","1","[1,26]"
"75","328","17","4","1","1","1","1","[27,43]"
"76","336","17","4","31","1","1","1","[26,38,1,17]"
"77","326","17","4","46","1","1","1","[17]"
"78","324","17","4","11","1","1","1","[27,1]"
"79","309","17","4","4","1","1","1","[25,37]"
"80","306","18","4","7","1","1","1","[35,13]"
"81","330","18","4","18","1","1","1","[27,1,17]"
"82","316","18","4","26","1","1","1","[27,32,47]"
"83","310","18","4","34","1","1","1","[36,9,28,49]"
"84","323","18","4","28","1","1","1","[26,23,49]"
"85","321","18","4","27","1","1","1","[37,16]"
"86","339","18","4","45","1","1","1","[35,10,23]"
"87","313","18","4","47","1","1","1","[26,25,1]"
"88","327","18","4","48","1","1","1","[37]"
