"id","id_subj","round","session","period","id_grp","grp","time","time_start","duration","links","payoff"
"1","666","1","7","1","60","1","1562583271","1562583051","241","[58,64,37,48,91,59,49]","330"
"2","674","1","7","1","63","1","1562583286","1562583051","241","[8,37,24,84,16,78,29,91,34,76,89,83,25,66,32,38,51]","250"
"3","696","1","7","1","83","1","1562583290","1562583051","241","[97,16,66,74,49,84]","330"
"4","659","1","7","1","40","1","1562583289","1562583051","241","[37,17,97,80,59,85,19,69,29,79,91]","90"
"5","698","1","7","1","86","1","1562583292","1562583051","241","[85,64,99,47]","170"
"6","642","1","7","1","43","1","1562583285","1562583051","241","[15,96,40,22,8,4,66,97,52,23,61,47,17,82,24,12,76,58,42]","10"
"7","635","1","7","1","12","1","1562583226","1562583051","241","[8,51,80,78,69,66,43,24,38,23,22,99,21]","-70"
"8","607","1","7","1","48","1","1562583288","1562583051","241","[61,13,69,8,6,73,45,37,52,27]","10"
"9","639","1","7","1","58","1","1562583106","1562583051","241","[100,17,77,42,41]","250"
"10","657","1","7","1","23","1","1562583287","1562583051","241","[18,84,85,72,17,8,79,38,12,52,6,22,43,71,46,70,47,24,80,61]","-390"
"11","667","1","7","1","28","1","1562583260","1562583051","241","[63,98,23,96,5,37,62,11,33,71]","330"
"12","681","1","7","1","72","1","1562583292","1562583051","241","[1,51,85,83,16,66,90,57,74,91,11,100,63,4,19,96,68,10,49]","250"
"13","608","1","7","1","87","1","1562583285","1562583051","241","[26,16,5,43,96,97]","250"
"14","694","1","7","1","52","1","1562583291","1562583051","241","[76,25,31,69,90,73,24,94,58,22,65,8,97,86,1,71,61,88,46,33,47,91,4,48]","-150"
"15","625","1","7","1","67","1","1562583283","1562583051","241","[27,18,89,81,3,19,42,24,77,36,65,53,33,25,26,4,14,52,6,37,7,13,94,28,48,98]","-230"
"16","688","1","7","1","82","1","1562583250","1562583051","241","[98,15,85,10,71,45,76,17,61,47,13,99]","-230"
"17","605","1","7","1","68","1","1562583237","1562583051","241","[17,63,16,85,8,19,29,57,93,40,89,70,91,100,74,49,4]","-230"
"18","680","1","7","1","56","1","1562583287","1562583051","241","[24,81,52,14,67,40,10,90,70,80,82,4]","170"
"19","619","1","7","1","31","1","1562583288","1562583051","241","[72,22,52,68,76,32]","250"
"20","683","1","7","1","10","1","1562583291","1562583051","241","[64,26,85,18,82,99,13,98,17,49,56,9,41,97]","-550"
"21","665","1","7","1","61","1","1562583290","1562583051","241","[100,75,37,59,60,39,1,83,18,30,48,99,66,88,52,17,46,3,42,34,45,91,38,86,41,85,90,31,23,82]","-310"
"22","632","1","7","1","25","1","1562583288","1562583051","241","[11,37,44,13]","250"
"23","643","1","7","1","26","1","1562583291","1562583051","241","[48,10,9,55,75,7,95,13,61,17,84,67,18,85,89,93]","-310"
"24","670","1","7","1","99","1","1562583291","1562583051","241","[40,41,83,86,57,48,54,10,65,35,81,71,55,89,19,26,76,46,8,18,79,45]","-390"
"25","672","1","7","1","47","1","1562583290","1562583051","241","[8,1,51,46,99,37,78,60,34,41,32,40,63,83,5,66,85,15,86,22,62,71,80,45,42,6,43,61,82,3,13,20,92,7,25,100,11,35,2,54,36,53,28,88,73,52,30,87,16,74,19,89]","-950"
"26","656","1","7","1","97","1","1562583291","1562583051","241","[21,60,37,78,64,79,100,80,16,71,17,41,63,59,87,91,84,4,1,10,62,20,93,33,77,8]","-390"
"27","648","1","7","1","14","1","1562583292","1562583051","241","[37,25,28,52,79,8,49,96,91,4,11,5,60,41,83,56,63]","170"
