"id","id_subj","nb_question","nb_item","choice"
"1","639","1","4","0"
"2","639","2","2","0"
"3","639","3","5","0"
"4","639","4","3","0"
"5","639","5","1","0"
"6","655","1","3","0"
"7","692","1","1","18"
"8","608","1","4","33"
"9","692","2","5","34"
"10","692","3","3","57"
"11","657","1","5","0"
"12","692","4","2","0"
"13","683","1","4","33"
"14","655","2","1","51"
"15","608","2","2","19"
"16","620","1","4","0"
"17","692","5","4","17"
"18","676","1","4","0"
"19","682","1","2","17"
"20","685","1","2","20"
"21","608","3","3","50"
"22","620","2","2","0"
"23","644","1","5","58"
"24","620","3","1","0"
"25","659","1","3","66"
"26","685","2","1","25"
"27","676","2","1","0"
"28","636","1","1","14"
"29","620","4","5","0"
"30","682","2","5","0"
"31","655","3","5","17"
"32","651","1","5","0"
"33","608","4","5","73"
"34","700","1","1","6"
"35","657","2","2","13"
"36","676","3","2","0"
"37","666","1","4","20"
"38","620","5","3","0"
"39","676","4","5","0"
"40","608","5","1","26"
"41","651","2","3","100"
"42","666","2","5","15"
"43","687","1","5","0"
"44","676","5","3","0"
"45","685","3","5","74"
"46","637","1","5","67"
"47","700","2","2","0"
"48","644","2","2","7"
"49","655","4","4","34"
"50","685","4","3","50"
"51","657","3","1","25"
"52","687","2","3","0"
"53","651","3","4","100"
"54","697","1","4","17"
"55","700","3","5","0"
"56","604","1","2","0"
"57","614","1","3","0"
"58","661","1","1","13"
"59","685","5","4","0"
"60","666","3","1","33"
"61","604","2","4","0"
"62","683","2","2","20"
"63","651","4","2","20"
"64","636","2","3","40"
"65","682","3","3","34"
"66","666","4","3","17"
"67","687","3","1","0"
"68","614","2","4","0"
"69","655","5","2","51"
"70","675","1","1","25"
"71","657","4","3","50"
"72","623","1","4","17"
"73","700","4","4","2"
"74","615","1","3","25"
"75","666","5","2","24"
"76","610","1","3","50"
"77","644","3","1","13"
"78","660","1","2","19"
"79","638","1","3","50"
"80","604","3","3","0"
"81","687","4","4","0"
"82","686","1","2","11"
"83","651","5","1","25"
"84","604","4","5","0"
"85","636","3","5","54"
"86","668","1","5","75"
"87","697","2","2","7"
"88","681","1","3","0"
"89","623","2","3","16"
"90","661","2","2","19"
"91","604","5","1","0"
"92","680","1","2","63"
"93","659","2","1","58"
