"id","id_subj","round","session","period","id_grp","grp","time","time_start","duration","links","payoff"
"1","143","1","2","1","16","1","1559034296","1559034021","277","[1,40,29,2,9,45,47,48,28,12,23,10,3,31,15,33,11,35,39,30,21,24,34,42,19]","45"
"2","132","1","2","1","20","1","1559034292","1559034021","277","[11,24,23,7,13,6,43,1,16,36]","45"
"3","148","1","2","1","42","1","1559034292","1559034021","277","[21,45]","165"
"4","103","1","2","1","15","1","1559034293","1559034021","277","[33,26,35,38,11,13,12,19]","85"
"5","123","1","2","1","10","1","1559034294","1559034021","277","[1,23,28,34,46,12,5,27,18,16,2]","85"
"6","125","1","2","1","38","1","1559034298","1559034021","277","[26,42,48,34,24,7,3]","165"
"7","145","1","2","1","14","1","1559034296","1559034021","277","[1,33,8,36,5,46,28,15,50,12,7,9]","85"
"8","127","1","2","1","2","1","1559034294","1559034021","277","[36,26,28,19,32,25]","165"
"9","108","1","2","1","17","1","1559034285","1559034021","277","[23,44,19,5,39,32,40,34]","125"
"10","118","1","2","1","50","1","1559034293","1559034021","277","[32,26,17,19,48,2,31,12,1,14,5,18,16,35,39,46,6,9,25,4,37,27,15,13,7,10,34]","45"
"11","126","1","2","1","33","1","1559034298","1559034021","277","[20,5,36,41,1,32,4]","45"
"12","119","1","2","1","45","1","1559034280","1559034021","277","[25,40,36,16,42,47,26,49,19,12,44,29,1,15,39,43,22,17,7,5,23,3,21,37,6]","-115"
"13","101","1","2","1","34","1","1559034296","1559034021","277","[10,40,3,42,36]","165"
"14","140","1","2","1","7","1","1559034285","1559034021","277","[18,1,38,26,9,33,32,24,20,48,28,34,19,30,13,11,10,5,4,6,25,23,36,44,29,3,42,49,50,16,21,46,31,12,35,40,8,2,39,43,47,45,14,27,22,41,37,17]","-475"
"15","112","1","2","1","26","1","1559034279","1559034021","277","[17,9,32,35,16,1,8,44,37,14,10]","125"
"16","142","1","2","1","36","1","1559034298","1559034021","277","[16,25,1,45,48,46,41,49,35,8,7,26,10,38,21,4,18,34,22,29,19,40,6,13,32,20,30,39,42,3,47,37,9]","-155"
"17","111","1","2","1","23","1","1559034297","1559034021","277","[43,34,10]","165"
"18","138","1","2","1","31","1","1559034203","1559034021","277","[2,18,3,39,44,12,16,29]","125"
"19","124","1","2","1","19","1","1559034271","1559034021","277","[26,17,23,7,15,2,9,5,37]","45"
"20","113","1","2","1","39","1","1559034288","1559034021","277","[25,13,26,31,35,12,19,15,9,27,38,44,45,42,22,49]","165"
"21","120","1","2","1","1","1","1559034297","1559034021","277","[17,11,23,33,25,44,39,19,36,41,26]","45"
