"id","id_subj","nb_question","nb_item","choice"
"197","107","1","4","17"
"198","132","1","4","52"
"199","135","2","4","38"
"200","140","2","4","33"
"201","113","4","2","31"
"202","105","3","4","59"
"203","113","5","4","0"
"204","122","4","5","50"
"205","135","3","1","31"
"206","139","2","4","33"
"207","122","5","3","34"
"208","105","4","5","29"
"209","107","2","5","0"
"210","140","3","3","49"
"211","132","2","3","75"
"212","104","1","2","20"
"213","135","4","2","0"
"214","132","3","1","57"
"215","109","1","2","7"
"216","135","5","3","17"
"217","139","3","1","25"
"218","132","4","2","33"
"219","105","5","2","51"
"220","132","5","5","65"
"221","134","1","1","25"
"222","140","4","5","71"
"223","139","4","5","75"
"224","109","2","4","17"
"225","104","2","5","75"
"226","139","5","3","50"
"227","134","2","2","0"
"228","140","5","1","25"
"229","107","3","2","50"
"230","109","3","1","17"
"231","104","3","3","50"
"232","134","3","5","0"
"233","104","4","1","25"
"234","109","4","3","33"
"235","104","5","4","33"
"236","134","4","3","50"
"237","107","4","3","16"
"238","134","5","4","33"
"239","109","5","5","50"
"240","107","5","1","100"
"241","141","1","4","33"
"242","133","1","5","24"
"243","133","2","1","12"
"244","133","3","4","17"
"245","141","2","2","50"
"246","141","3","3","50"
"247","133","4","2","5"
"248","141","4","5","50"
"249","141","5","1","50"
"250","133","5","3","13"
