"id","id_subj","nb_question","nb_item","choice"
"1","1550","1","1","25"
"2","1550","2","2","6"
"3","1550","3","4","65"
"4","1517","1","3","33"
"5","1514","1","4","17"
"6","1544","1","4","8"
"7","1520","1","5","33"
"8","1547","1","3","33"
"9","1518","1","5","23"
"10","1543","1","1","0"
"11","1505","1","2","19"
"12","1550","4","3","45"
"13","1550","5","5","25"
"14","1520","2","4","69"
"15","1514","2","3","50"
"16","1541","1","5","74"
"17","1543","2","3","0"
"18","1529","1","5","68"
"19","1518","2","2","6"
"20","1520","3","3","27"
"21","1544","2","2","6"
"22","1521","1","2","21"
"23","1525","1","5","30"
"24","1517","2","1","26"
"25","1547","2","4","17"
"26","1509","1","2","0"
"27","1506","1","2","10"
"28","1537","1","5","0"
"29","1520","4","1","38"
"30","1514","3","5","17"
"31","1549","1","5","29"
"32","1518","3","1","9"
"33","1539","1","3","34"
"34","1532","1","4","17"
"35","1537","2","3","0"
"36","1544","3","3","9"
"37","1543","3","5","27"
"38","1526","1","4","33"
"39","1529","2","2","81"
"40","1545","1","4","50"
"41","1504","1","2","20"
"42","1537","3","1","0"
"43","1516","1","5","27"
"44","1525","2","2","19"
"45","1520","5","2","100"
"46","1517","3","2","50"
"47","1506","2","3","33"
"48","1543","4","4","16"
"49","1518","4","4","17"
"50","1544","4","1","6"
"51","1547","3","2","9"
"52","1516","2","2","26"
"53","1531","1","4","33"
"54","1521","2","1","25"
"55","1518","5","3","50"
"56","1539","2","2","19"
"57","1542","1","4","33"
"58","1532","2","2","13"
"59","1529","3","1","20"
"60","1525","3","3","23"
"61","1509","2","3","16"
"62","1517","4","4","34"
"63","1543","5","2","7"
"64","1508","1","5","67"
"65","1526","2","2","19"
"66","1544","5","5","17"
"67","1503","1","5","58"
"68","1505","2","5","69"
"69","1516","3","3","53"
"70","1537","4","2","50"
"71","1504","2","3","50"
"72","1529","4","3","51"
"73","1521","3","5","69"
"74","1517","5","5","50"
"75","1525","4","1","8"
"76","1547","4","1","16"
"77","1537","5","4","100"
"78","1532","3","1","17"
"79","1521","4","3","42"
"80","1509","3","5","17"
"81","1516","4","4","32"
"82","1531","2","1","24"
"83","1545","2","5","75"
"84","1529","5","4","44"
"85","1547","5","5","36"
"86","1506","3","5","49"
"87","1525","5","4","17"
"88","1516","5","1","15"
"89","1512","1","1","12"
"90","1549","2","2","62"
"91","1513","1","3","50"
"92","1539","3","1","17"
"93","1505","3","3","40"
"94","1521","5","4","32"
"95","1545","3","3","34"
"96","1509","4","1","25"
"97","1532","4","5","48"
"98","1514","4","2","63"
"99","1542","2","3","50"
"100","1541","2","2","20"
"101","1504","3","1","26"
"102","1531","3","2","0"
"103","1506","4","4","17"
"104","1509","5","4","33"
"105","1505","4","1","22"
"106","1503","2","3","48"
"107","1526","3","5","73"
"108","1531","4","5","0"
"109","1532","5","3","33"
"110","1512","2","5","12"
"111","1539","4","5","64"
"112","1549","3","4","25"
"113","1508","2","4","17"
"114","1531","5","3","0"
"115","1541","3","4","100"
"116","1514","5","1","42"
"117","1535","1","4","33"
"118","1504","4","5","50"
"119","1545","4","1","25"
"120","1540","1","1","48"
"121","1539","5","4","32"
"122","1541","4","3","0"
"123","1511","1","3","16"
"124","1530","1","1","22"
"125","1533","1","4","30"
"126","1512","3","4","8"
"127","1504","5","4","51"
"128","1541","5","1","0"
"129","1508","3","1","19"
"130","1506","5","1","13"
"131","1549","4","1","63"
"132","1505","5","4","33"
"133","1545","5","2","51"
"134","1548","1","4","25"
"135","1503","3","1","23"
"136","1549","5","3","0"
"137","1512","4","2","6"
"138","1542","3","2","20"
"139","1526","4","3","34"
"140","1508","4","3","50"
"141","1513","2","2","20"
"142","1511","2","4","17"
"143","1526","5","1","25"
"144","1533","2","1","8"
"145","1540","2","4","75"
"146","1542","4","1","25"
"147","1513","3","1","0"
"148","1528","1","4","42"
"149","1508","5","2","25"
"150","1511","3","1","0"
"151","1503","4","4","23"
"152","1540","3","2","56"
"153","1511","4","2","0"
"154","1522","1","4","34"
"155","1548","2","3","41"
"156","1542","5","5","75"
"157","1535","2","5","50"
"158","1512","5","3","5"
"159","1540","4","5","48"
"160","1530","2","2","20"
"161","1533","3","2","13"
"162","1540","5","3","50"
"163","1538","1","5","17"
"164","1503","5","2","8"
"165","1513","4","5","58"
"166","1534","1","1","0"
"167","1510","1","1","25"
"168","1528","2","5","58"
"169","1511","5","5","8"
"170","1535","3","1","51"
"171","1522","2","2","19"
"172","1523","1","1","75"
"173","1530","3","3","40"
"174","1533","4","5","58"
"175","1535","4","2","50"
"176","1513","5","4","30"
"177","1534","2","3","0"
"178","1502","1","2","0"
"179","1527","1","4","0"
"180","1522","3","5","74"
"181","1528","3","2","75"
"182","1523","2","5","25"
"183","1533","5","3","50"
"184","1530","4","5","58"
"185","1528","4","3","16"
"186","1546","1","4","33"
"187","1523","3","3","0"
"188","1548","3","1","13"
"189","1530","5","4","49"
"190","1510","2","4","0"
"191","1522","4","3","51"
"192","1507","1","5","58"
"193","1527","2","2","1"
"194","1535","5","3","17"
"195","1528","5","1","100"
"196","1523","4","2","94"
"197","1534","3","2","0"
"198","1536","1","4","35"
"199","1522","5","1","25"
"200","1527","3","1","2"
"201","1538","2","2","63"
"202","1510","3","5","100"
"203","1534","4","4","0"
"204","1527","4","3","0"
"205","1534","5","5","0"
"206","1502","2","4","67"
"207","1524","1","5","0"
"208","1523","5","4","100"
"209","1527","5","5","0"
"210","1548","4","2","20"
"211","1538","3","4","17"
"212","1536","2","3","25"
"213","1524","2","4","100"
"214","1507","2","4","17"
"215","1510","4","3","49"
"216","1510","5","2","100"
"217","1538","4","3","33"
"218","1546","2","1","25"
"219","1507","3","3","17"
"220","1524","3","1","100"
"221","1502","3","5","83"
"222","1548","5","5","58"
"223","1546","3","3","50"
"224","1538","5","1","26"
"225","1502","4","3","17"
"226","1507","4","2","31"
"227","1524","4","2","100"
"228","1536","3","2","20"
"229","1502","5","1","83"
"230","1507","5","1","42"
"231","1524","5","3","0"
"232","1546","4","5","17"
"233","1536","4","1","21"
"234","1536","5","5","58"
"235","1546","5","2","37"
"236","1501","1","5","17"
"237","1515","1","1","8"
"238","1519","1","2","20"
"239","1501","2","1","13"
"240","1515","2","3","4"
"241","1501","3","2","6"
"242","1519","2","3","45"
"243","1515","3","5","17"
"244","1501","4","4","9"
"245","1501","5","3","17"
"246","1519","3","4","17"
"247","1515","4","4","7"
"248","1519","4","5","49"
"249","1519","5","1","42"
"250","1515","5","2","6"
