"id","id_subj","time","session","id_grp","grp","round","period","links"
"1","1514","6","16","24","1","1","1","[33]"
"2","1529","7","16","27","1","1","1","[17]"
"3","1549","7","16","39","1","1","1","[9]"
"4","1514","8","16","24","1","1","1","[33,49]"
"5","1527","8","16","1","1","1","1","[31]"
"6","1513","8","16","15","1","1","1","[32]"
"7","1529","8","16","27","1","1","1","[17,26]"
"8","1535","9","16","20","1","1","1","[1]"
"9","1504","9","16","47","1","1","1","[37]"
"10","1529","10","16","27","1","1","1","[17,26,1]"
"11","1514","10","16","24","1","1","1","[33,49,1]"
"12","1502","10","16","37","1","1","1","[49]"
"13","1512","10","16","33","1","1","1","[38]"
"14","1504","10","16","47","1","1","1","[37,26]"
"15","1514","11","16","24","1","1","1","[33,49,1,27]"
"16","1517","11","16","28","1","1","1","[26]"
"17","1524","11","16","30","1","1","1","[32]"
"18","1536","11","16","46","1","1","1","[49]"
"19","1535","11","16","20","1","1","1","[1,27]"
"20","1513","11","16","15","1","1","1","[32,27]"
"21","1503","11","16","35","1","1","1","[26]"
"22","1504","11","16","47","1","1","1","[37,26,1]"
"23","1502","12","16","37","1","1","1","[49,47]"
"24","1529","12","16","27","1","1","1","[17,26,1,36]"
"25","1508","12","16","25","1","1","1","[27]"
"26","1505","12","16","31","1","1","1","[1]"
"27","1504","12","16","47","1","1","1","[37,26,1,17]"
"28","1529","13","16","27","1","1","1","[17,26,1,36,49]"
"29","1537","13","16","4","1","1","1","[27]"
"30","1536","13","16","46","1","1","1","[49,24]"
"31","1503","13","16","35","1","1","1","[26,1]"
"32","1538","13","16","18","1","1","1","[25]"
"33","1520","13","16","40","1","1","1","[25]"
"34","1527","13","16","1","1","1","1","[31,37]"
"35","1529","14","16","27","1","1","1","[17,26,1,36,49,24]"
"36","1547","14","16","19","1","1","1","[25]"
"37","1537","14","16","4","1","1","1","[27,18]"
"38","1512","14","16","33","1","1","1","[38,1]"
"39","1504","14","16","47","1","1","1","[37,26,1,17,14]"
"40","1501","14","16","38","1","1","1","[37]"
"41","1516","14","16","45","1","1","1","[37]"
"42","1514","14","16","24","1","1","1","[33,49,1,27,17]"
"43","1538","14","16","18","1","1","1","[]"
"44","1526","14","16","17","1","1","1","[27]"
"45","1530","15","16","3","1","1","1","[37]"
"46","1529","15","16","27","1","1","1","[17,26,1,36,49,24,29]"
"47","1502","15","16","37","1","1","1","[49]"
"48","1533","15","16","16","1","1","1","[27]"
"49","1537","15","16","4","1","1","1","[27,18,26]"
"50","1532","15","16","34","1","1","1","[26]"
"51","1508","15","16","25","1","1","1","[27,32]"
"52","1547","15","16","19","1","1","1","[25,49]"
"53","1524","15","16","30","1","1","1","[32,49]"
"54","1538","15","16","18","1","1","1","[29]"
"55","1501","15","16","38","1","1","1","[]"
"56","1504","15","16","47","1","1","1","[37,1,17,14]"
"57","1516","15","16","45","1","1","1","[37,26]"
"58","1539","15","16","42","1","1","1","[49]"
"59","1540","16","16","8","1","1","1","[36]"
"60","1526","16","16","17","1","1","1","[27,18]"
"61","1514","16","16","24","1","1","1","[33,49,1,27,17,8]"
"62","1528","16","16","43","1","1","1","[21]"
"63","1525","16","16","9","1","1","1","[18]"
"64","1546","16","16","13","1","1","1","[18]"
"65","1537","16","16","4","1","1","1","[27,18,26,1]"
"66","1524","16","16","30","1","1","1","[32,49,36]"
"67","1518","16","16","23","1","1","1","[1]"
