"id","session","grp","match_id","id_unique","name","time_start","time_ready","period_time","started","round","age","gender","major","education","country_origin","ethnic","native","religion","nb_rounds","grp_size","session_size","duration","min_duration","max_duration","ready","endowment","crate","crate_sp","sufee","scroll","refresh_time","v","k","r","earnings_game","q1","q2","q3","order_slider","nb_pay_social","nb_slider","social_pay_own","social_pay_other","nb_pay_risk","risk","risk_pay","nb_comp","comp_1","comp_2","comp_3","comp_4","comp_5","comp_6","correct_comp","B5","final_pay"
"1516","16","1","1","147.156.150.34","l33","1569312942",NULL,"30","100","7","22","1","Ingenieria biomedica","4","203","2","41","1","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","3","2","10","40","3","355.5","Unirme al nodo con mayor número de conexiones.","Intentar ser el nodo más grande, y si no lo conseguían, unirse a él.",,"5,2,3,4,1","2","6","29.6","41.6","2","0,0,0,0,0","1.6","5","2","4","1","3","35","1","3","3,3,2,1,1,4,0,3,1,4","10.8"
"1503","16","1","2","147.156.150.26","l41","1569312891",NULL,"30","100","7","20","1","Magisterio","4","203","0","41","0","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","1","2","10","40","3","795","Conseguir unirme a un punto que tuviese muchas conexiones","Más o menos la misma",,"5,3,1,4,2","5","6","50.4","23.2","2","0,0,0,0,1","2","5","1","4","0","3","19","46","1","3,4,1,4,0,4,0,4,0,4","15.5"
"1535","16","1","3","147.156.150.39","l52","1569313014",NULL,"30","100","7","22","0","Ingeniería","4","203","0","41","3","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","1","2","10","40","3","767.6","Seleccionar a la persona que mayor enlaces tuviera a su disposición. Evitando de esta forma realizar una gran cantidad de enlaces, y por lo tanto, mucho gasto.","La gran cantidad de gente en un principio tuvo otra disposición distinta a la mía. Sin embargo, mas tarde, todos mantuvimos una postura parecida (A excepción de esas personas que tenía gran cantidad de enlaces).",,"4,5,1,2,3","4","6","40.2","39.6","3","0,0,0,0,0","2","5","5","4","0","3","34","1","3","0,4,3,3,1,4,0,4,2,4","15.2"
"1501","16","1","4","147.156.150.62","l81","1569312871",NULL,"30","100","7","22","0","ECONOMIA","3","203","0","41","1","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","5","2","10","40","3","640.5","Conocer primero el comportamiento del resto de participantes.","El comportamiento del 5% de los participantes fue ir a buscar el dinero y el resto fue conocer el funcionamiento viendo el comportamiento de los otros.",,"5,1,2,4,3","2","6","37.6","9.6","4","0,0,0,1,1","0.1","5","1","4","3","1","1","33","3","2,3,3,3,3,4,1,2,0,2","12.1"
"1545","16","1","5","147.156.150.14","l18","1569313054",NULL,"30","100","7","19","0","Magisterio","4","203","0","41","1","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","4","2","10","40","3","712.2","He intentado conectarme con alguien del centro para al menos puntuar. La verdad es que me ha costado entenderlo, ya que es la primera vez que hago este experimento","Para los que son nuevos como yo, me imagino que habrá sido la misma que la mía, pero para los que tienen experiencia, habrá sido más fácl","El experimento ha estado bastante interesante y me gustaría volver a hacerlo","4,5,3,1,2","5","6","30","30","2","0,0,1,1,1","1.6","5","1","4","4","46","44","43","1","1,4,1,3,1,4,0,2,2,3","13.8"
"1539","16","1","6","147.156.150.9","l13","1569313025",NULL,"30","100","7","21","1","social","4","203","0","41","0","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","2","2","10","40","3","869.6","intentar no conseguir muchas conexiones que tuviesen aun mas conexiones","intentar ser el circulo del medio",,"3,2,1,5,4","2","6","32.4","30.4","4","0,0,0,0,1","1.6","5","6","4","4","3","19","1","2","3,4,3,2,1,2,1,2,3,4","15.5"
"1533","16","1","7","147.156.150.21","l26","1569313002",NULL,"30","100","7","18","1",,"1","203","0","41","0","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","4","2","10","40","3","569.7","Intentar realizar las conexiones adecuadas, intentando que tuvieran que utilizar mi nodo de nexo. ","Intentar qeu su nodo sirviera de conexión.",,"4,1,2,5,3","2","6","34.8","20.8","2","0,0,1,1,1","1.6","5","5","1","2","34","19","1","2","1,4,1,2,3,4,0,1,2,1","12.7"
"1511","16","1","8","147.156.150.53","l75","1569312922",NULL,"30","100","7","19","0",,"4","180","0","30","9","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","4","2","10","40","3","799.3","cogerse a las bolas e intentar hacer relaciones con otras bolas para conseguir más puntos","si",,"3,4,1,2,5","5","6","110.4","3.2","3","0,0,0,0,1","1.6","5","6","4","0","1","35","1","3","3,4,4,3,2,3,1,2,3,2","16.5"
"1526","16","1","9","147.156.150.44","l64","1569312980",NULL,"30","100","7","18","1","humanidades","4","203","0","41","1","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","3","2","10","40","3","605.4","agruparme con la gente que tena más puntos y quitar la connexion con la gente que tenia ","hacer todas las conexiones posibles",,"4,2,5,3,1","1","6","30","30","4","0,0,1,1,1","3.85","5","1","4","3","1","29","1","3","2,3,3,3,1,2,1,3,1,3","15.4"
"1517","16","1","10","147.156.150.60","l78","1569312944",NULL,"30","100","7","21","0","ADE","1","203","0","41","0","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","7","2","10","40","3","160.6","He ido probando diferentes estrategias pero lo que más ha funcionado era tener pocas conexiones y estar unido por el menor número.","Algunos intentaban tener muchas conexiones, pero la mayoría intentaba tener pocas.",,"3,1,2,4,5","1","6","29.6","31.2","1","0,0,1,1,1","1.6","5","5","4","3","1","1","18","4","0,4,2,3,2,4,0,3,0,3","9.1"
"1518","16","1","11","147.156.150.22","l34","1569312948",NULL,"30","100","7","20","1","Científico","1","203","0","41","1","6","50","50","354,126,128,307,64,110","60","360",NULL,"400","110","50","5","9","2","10","40","3","894","Conectarme con el node que más conexiones tenia por parte de otros participantes","Prácticamente todos parecía que seguían la misma estrategia",,"5,2,1,4,3","4","6","49.8","20.4","1","0,0,0,1,1","1.6","5","5","4","1","1","34","1","5","3,3,0,1,2,1,0,2,4,3","16.3"
